title,subtitle,description,discount,old_price,new_price,date,images,categorie
LIVARNO home,"Rollliege »Valencia«, 6-fach verstellbar, braun","{""Farbe"": ""braun"", ""Merkmale"": ""Rückenlehne 6-fach verstellbar"", ""Maße"": ""ca. L 192 x B 56 x H 40 cm""}",N/A,N/A,119.00,2025-04-11 20:28:50,"{""images"": [""https://www.lidl.de/assets/gcp87f3215f9d014280bb9931a9e3898eb1.jpeg"", ""https://www.lidl.de/assets/gcp3da1eb12b16c4dd9bc45e9cf3995941e.jpeg"", ""https://www.lidl.de/assets/gcp35accbb5183c4138903533caa999865a.jpeg"", ""https://www.lidl.de/assets/gcp87f3215f9d014280bb9931a9e3898eb1.jpeg"", ""https://www.lidl.de/assets/gcp3da1eb12b16c4dd9bc45e9cf3995941e.jpeg"", ""https://www.lidl.de/assets/gcp35accbb5183c4138903533caa999865a.jpeg"", ""https://www.lidl.de/assets/gcp87f3215f9d014280bb9931a9e3898eb1.jpeg"", ""https://www.lidl.de/assets/gcp3da1eb12b16c4dd9bc45e9cf3995941e.jpeg"", ""https://www.lidl.de/assets/gcp35accbb5183c4138903533caa999865a.jpeg""]}",garten & Balkon
LIVARNO home,"Alu-Liegestuhl »Houston«, mit Armlehne, grau",N/A,N/A,N/A,79.99,2025-04-11 20:28:50,"{""images"": [""https://www.lidl.de/assets/gcp03b77eac81cc481faccb3e55a2ee0550.png"", ""https://www.lidl.de/assets/gcpf9e0e4d6e7c04102a685a3027c4e6623.png"", ""https://www.lidl.de/assets/gcped80046d68a1455a89fd028fb6c41f97.png"", ""https://www.lidl.de/assets/gcp03b77eac81cc481faccb3e55a2ee0550.png"", ""https://www.lidl.de/assets/gcpf9e0e4d6e7c04102a685a3027c4e6623.png"", ""https://www.lidl.de/assets/gcped80046d68a1455a89fd028fb6c41f97.png"", ""https://www.lidl.de/assets/gcp03b77eac81cc481faccb3e55a2ee0550.png"", ""https://www.lidl.de/assets/gcpf9e0e4d6e7c04102a685a3027c4e6623.png"", ""https://www.lidl.de/assets/gcped80046d68a1455a89fd028fb6c41f97.png""]}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:28:50,"{""images"": []}",garten & Balkon
title,subtitle,description,discount,old_price,new_price,date,images,categorie
LIVARNO home,"Kunststoff-Klickfliesen, 9 Stück, in Holzdielen-Optik",N/A,N/A,N/A,24.99,2025-04-11 20:31:30,"{""images"": [""https://www.lidl.de/assets/gcpcc085d9685064445a7926dca2f7d4a66.jpg"", ""https://www.lidl.de/assets/gcpdc9b46d5ad0a4c98a13b59bcfa7179d1.jpg"", ""https://www.lidl.de/assets/gcpcc085d9685064445a7926dca2f7d4a66.jpg"", ""https://www.lidl.de/assets/gcpdc9b46d5ad0a4c98a13b59bcfa7179d1.jpg"", ""https://www.lidl.de/assets/gcpcc085d9685064445a7926dca2f7d4a66.jpg"", ""https://www.lidl.de/assets/gcpdc9b46d5ad0a4c98a13b59bcfa7179d1.jpg""]}",garten & Balkon
LIVARNO home,"Alu-Insektenschutztür, 100 x 210 cm, mit Trittschutz","{""Bausatzmaß"": ""ca."", ""Einbautiefe"": ""ca"", ""."": ""14 mm"", ""Rahmenfarben"": ""anthrazit, weiß""}",N/A,N/A,22.99,2025-04-11 20:31:30,"{""images"": [""https://www.lidl.de/assets/gcpc55602df6db24212949dc121bf41f9ee.jpeg"", ""https://www.lidl.de/assets/gcp6fecdc91434146d69a3758e1e337e55d.jpeg"", ""https://www.lidl.de/assets/gcpc55602df6db24212949dc121bf41f9ee.jpeg"", ""https://www.lidl.de/assets/gcp6fecdc91434146d69a3758e1e337e55d.jpeg"", ""https://www.lidl.de/assets/gcpc55602df6db24212949dc121bf41f9ee.jpeg"", ""https://www.lidl.de/assets/gcp6fecdc91434146d69a3758e1e337e55d.jpeg""]}",garten & Balkon
LIVARNO home,"Seitenmarkise, 300 x 160 cm, ausziehbar",N/A,N/A,N/A,59.99,2025-04-11 20:31:30,"{""images"": [""https://www.lidl.de/assets/gcp7ffb80ef601a4671b874499cdf47ad8e.jpg"", ""https://www.lidl.de/assets/gcp9a2a3683e6cb4bf4b336eff5bc497e1b.jpg"", ""https://www.lidl.de/assets/gcp7d7a58d5bf1548dbbf8b02bf65011399.jpg"", ""https://www.lidl.de/assets/gcp7ffb80ef601a4671b874499cdf47ad8e.jpg"", ""https://www.lidl.de/assets/gcp9a2a3683e6cb4bf4b336eff5bc497e1b.jpg"", ""https://www.lidl.de/assets/gcp7d7a58d5bf1548dbbf8b02bf65011399.jpg"", ""https://www.lidl.de/assets/gcp7ffb80ef601a4671b874499cdf47ad8e.jpg"", ""https://www.lidl.de/assets/gcp9a2a3683e6cb4bf4b336eff5bc497e1b.jpg"", ""https://www.lidl.de/assets/gcp7d7a58d5bf1548dbbf8b02bf65011399.jpg""]}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:31:30,"{""images"": []}",garten & Balkon
title,subtitle,description,discount,old_price,new_price,date,images,categorie
roba,roba Outdoor Spieltisch Tiny,N/A,-52%,N/A,23.69,2025-04-11 20:35:13,"{""images"": [""https://www.lidl.de/assets/3382794d341d3a015aee88dd095ead74.jpeg"", ""https://www.lidl.de/assets/640497abf89ed5f9274e2ffd20c6ed5e.jpeg"", ""https://www.lidl.de/assets/3382794d341d3a015aee88dd095ead74.jpeg"", ""https://www.lidl.de/assets/640497abf89ed5f9274e2ffd20c6ed5e.jpeg"", ""https://www.lidl.de/assets/3382794d341d3a015aee88dd095ead74.jpeg"", ""https://www.lidl.de/assets/640497abf89ed5f9274e2ffd20c6ed5e.jpeg""]}",garten & Balkon
LIVARNO home,"Wasserhängematte, flexibel und bequem","{""Merkmal"": ""2 Luftkammern"", ""Belastung"": ""max. 100 kg""}",N/A,N/A,14.99,2025-04-11 20:35:13,"{""images"": [""https://www.lidl.de/assets/gcp64654b1aa30043cb84d3bdf9100184f4.jpeg"", ""https://www.lidl.de/assets/gcp556ca6c361714c1389015a3f8fb1adcb.jpeg"", ""https://www.lidl.de/assets/gcp9e74c27695f247b7a39893738a87813a.jpeg"", ""https://www.lidl.de/assets/gcp64654b1aa30043cb84d3bdf9100184f4.jpeg"", ""https://www.lidl.de/assets/gcp556ca6c361714c1389015a3f8fb1adcb.jpeg"", ""https://www.lidl.de/assets/gcp9e74c27695f247b7a39893738a87813a.jpeg"", ""https://www.lidl.de/assets/gcp64654b1aa30043cb84d3bdf9100184f4.jpeg"", ""https://www.lidl.de/assets/gcp556ca6c361714c1389015a3f8fb1adcb.jpeg"", ""https://www.lidl.de/assets/gcp9e74c27695f247b7a39893738a87813a.jpeg""]}",garten & Balkon
MeXo,Gartenmöbel 4-Sitzer Lounge Set inkl. Polster,"{""Farben"": ""grau/hellgrau, schwarz/grau, dunkelbraun/creme"", ""Merkmal"": ""individuell zusammenstellbar"", ""Max. Belastung"": ""je Sitz 140 kg""}",-35%,N/A,322.04,2025-04-11 20:35:13,"{""images"": [""https://www.lidl.de/assets/gcp294e5a402f3c4cb785b8c1ca5ac9208e.jpeg""]}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:13,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:13,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:13,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:13,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:13,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:13,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:13,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:13,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:13,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:13,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:13,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:13,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:13,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:13,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:13,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:13,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:13,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:13,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:13,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:13,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:13,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:13,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:14,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:14,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:14,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:14,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:14,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:14,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:14,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:14,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:14,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:14,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:14,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:14,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:14,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:14,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:14,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:14,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:14,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:14,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:14,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:14,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:14,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:14,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:35:14,"{""images"": []}",garten & Balkon
title,subtitle,description,discount,old_price,new_price,date,images,categorie
LIVARNO home,"Alu-Set »Houston«, 5-teilig - Ausziehtisch & 4 Stapelsessel, grau",N/A,-25%,N/A,259.00,2025-04-11 20:39:50,"{""images"": [""https://www.lidl.de/assets/gcp7d0f8a7a41624a228373e684ff3424e9.jpg"", ""https://www.lidl.de/assets/gcpa751f616e91f4162986645a9f326b2cd.jpg"", ""https://www.lidl.de/assets/gcp463879a78f5c468c9c32ae18adfcd1f5.jpg"", ""https://www.lidl.de/assets/gcp7d0f8a7a41624a228373e684ff3424e9.jpg"", ""https://www.lidl.de/assets/gcpa751f616e91f4162986645a9f326b2cd.jpg"", ""https://www.lidl.de/assets/gcp463879a78f5c468c9c32ae18adfcd1f5.jpg"", ""https://www.lidl.de/assets/gcp7d0f8a7a41624a228373e684ff3424e9.jpg"", ""https://www.lidl.de/assets/gcpa751f616e91f4162986645a9f326b2cd.jpg"", ""https://www.lidl.de/assets/gcp463879a78f5c468c9c32ae18adfcd1f5.jpg""]}",garten & Balkon
LIVARNO home,"Alu-Stapelsessel »Houston«, weiß/hellgrau",N/A,N/A,N/A,44.99,2025-04-11 20:39:50,"{""images"": [""https://www.lidl.de/assets/gcpafc8ad8cc4334b63bed761fcfb458f4b.jpg"", ""https://www.lidl.de/assets/gcpca7bb9fec41243648b0ce81c2b938d0b.jpg"", ""https://www.lidl.de/assets/gcpce1a5df7ddd54064b5f7f6dcd1971ceb.jpg"", ""https://www.lidl.de/assets/gcpafc8ad8cc4334b63bed761fcfb458f4b.jpg"", ""https://www.lidl.de/assets/gcpca7bb9fec41243648b0ce81c2b938d0b.jpg"", ""https://www.lidl.de/assets/gcpce1a5df7ddd54064b5f7f6dcd1971ceb.jpg"", ""https://www.lidl.de/assets/gcpafc8ad8cc4334b63bed761fcfb458f4b.jpg"", ""https://www.lidl.de/assets/gcpca7bb9fec41243648b0ce81c2b938d0b.jpg"", ""https://www.lidl.de/assets/gcpce1a5df7ddd54064b5f7f6dcd1971ceb.jpg""]}",garten & Balkon
LIVARNO home,"Alu-Insektenschutz-Schiebetür, 120 x 240 cm (Weiß)","{""Bausatzmaß"": "": ca. 120 x 240 cm"", ""Einbautiefe"": "": ca. 22 mm"", ""Rahmenfarbe"": "": anthrazit, weiß""}",N/A,N/A,69.99,2025-04-11 20:39:50,"{""images"": [""https://www.lidl.de/assets/gcp9e78a22cd06d41c8a57b682e75fd472f.jpeg"", ""https://www.lidl.de/assets/gcp7ec92eca8902407cbc2fdd7a6f29c6cc.jpeg"", ""https://www.lidl.de/assets/gcp3cf3c06c182149a4871280b16919498d.jpeg"", ""https://www.lidl.de/assets/gcp9e78a22cd06d41c8a57b682e75fd472f.jpeg"", ""https://www.lidl.de/assets/gcp7ec92eca8902407cbc2fdd7a6f29c6cc.jpeg"", ""https://www.lidl.de/assets/gcp3cf3c06c182149a4871280b16919498d.jpeg"", ""https://www.lidl.de/assets/gcp9e78a22cd06d41c8a57b682e75fd472f.jpeg"", ""https://www.lidl.de/assets/gcp7ec92eca8902407cbc2fdd7a6f29c6cc.jpeg"", ""https://www.lidl.de/assets/gcp3cf3c06c182149a4871280b16919498d.jpeg""]}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 20:39:50,"{""images"": []}",garten & Balkon
