title,subtitle,description,discount,old_price,new_price,date,images,categorie
PARKSIDE®,"Anzuchtkasten-Set, mehrfach verwendbar",N/A,N/A,N/A,6.99,2025-04-11 21:14:33,"{""images"": [""https://www.lidl.de/assets/gcp4fa731c7ff4142cc87850cd5e613c628.jpg"", ""https://www.lidl.de/assets/gcp88e819bd38bc4c11af6a3d80a88f71e3.jpg"", ""https://www.lidl.de/assets/gcp9dbb248c65d74f1491036fb165d37bcf.jpg"", ""https://www.lidl.de/assets/gcp4fa731c7ff4142cc87850cd5e613c628.jpg"", ""https://www.lidl.de/assets/gcp88e819bd38bc4c11af6a3d80a88f71e3.jpg"", ""https://www.lidl.de/assets/gcp9dbb248c65d74f1491036fb165d37bcf.jpg"", ""https://www.lidl.de/assets/gcp4fa731c7ff4142cc87850cd5e613c628.jpg"", ""https://www.lidl.de/assets/gcp88e819bd38bc4c11af6a3d80a88f71e3.jpg"", ""https://www.lidl.de/assets/gcp9dbb248c65d74f1491036fb165d37bcf.jpg""]}",garten & Balkon
PARKSIDE®,"Hochdruckreiniger »PHDS 110 B2 Silent«, 110 bar, 8 m Schlauch",N/A,N/A,N/A,87.99,2025-04-11 21:14:33,"{""images"": [""https://www.lidl.de/assets/gcpc719e107e0f9461c9133b4de20da1971.jpg"", ""https://www.lidl.de/assets/gcp3d76f3b46dc94bc488f777f6b2b12c76.jpg"", ""https://www.lidl.de/assets/gcp983aa20a2e5a476dbe8b25277f777ec8.jpg"", ""https://www.lidl.de/assets/gcpc719e107e0f9461c9133b4de20da1971.jpg"", ""https://www.lidl.de/assets/gcp3d76f3b46dc94bc488f777f6b2b12c76.jpg"", ""https://www.lidl.de/assets/gcp983aa20a2e5a476dbe8b25277f777ec8.jpg"", ""https://www.lidl.de/assets/gcpc719e107e0f9461c9133b4de20da1971.jpg"", ""https://www.lidl.de/assets/gcp3d76f3b46dc94bc488f777f6b2b12c76.jpg"", ""https://www.lidl.de/assets/gcp983aa20a2e5a476dbe8b25277f777ec8.jpg""]}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:14:33,"{""images"": []}",garten & Balkon
title,subtitle,description,discount,old_price,new_price,date,images,categorie
GRILLMEISTER,Grillbesteck aus Edelstahl (Grillspieß 6er Set),"{""Material"": ""Edelstahl""}",N/A,N/A,1.99,2025-04-11 21:27:36,"{""images"": [""https://www.lidl.de/assets/gcpc68df42cd6324297905f8badcf7e17b1.jpeg""]}",garten & Balkon
PARKSIDE PERFORMANCE®,"12 V / 2,5 Ah Akku »PAPK 12 2.5 A1«, Lithium-Ionen","{""Akku-Spannung"": ""12 V"", ""Akku-Kapazität"": ""2,5 Ah""}",-25%,N/A,19.99,2025-04-11 21:27:36,"{""images"": [""https://www.lidl.de/assets/gcpfd204263a7d245df8db3bea2a473e3ad.jpeg""]}",garten & Balkon
PARKSIDE®,"Gartenschlauch, 20 m, 4-lagig, Ø 19 mm (¾"")","{""Arbeitsdruck"": ""max. 6 bar (bei 23 °C)"", ""Schlauchlänge"": ""20 m"", ""Schlauchdurchmesser"": ""19 mm (¾\"")""}",N/A,N/A,26.99,2025-04-11 21:27:36,"{""images"": [""https://www.lidl.de/assets/gcp9e68ac61f71c4337aed9e934a478e2d4.jpeg"", ""https://www.lidl.de/assets/gcp4a1a9973d35d44ceb52bf5dc892fabbd.jpeg"", ""https://www.lidl.de/assets/gcp9e68ac61f71c4337aed9e934a478e2d4.jpeg"", ""https://www.lidl.de/assets/gcp4a1a9973d35d44ceb52bf5dc892fabbd.jpeg"", ""https://www.lidl.de/assets/gcp9e68ac61f71c4337aed9e934a478e2d4.jpeg"", ""https://www.lidl.de/assets/gcp4a1a9973d35d44ceb52bf5dc892fabbd.jpeg""]}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:27:36,"{""images"": []}",garten & Balkon
title,subtitle,description,discount,old_price,new_price,date,images,categorie
N/A,"Süßkirsche »Sylvia«, mit dunkelroten Knorpelkirschen, kompakter Wuchs, 60 cm Breit",N/A,N/A,N/A,14.99,2025-04-11 21:44:55,"{""images"": [""https://www.lidl.de/assets/9677f842a29a87fea3d53eb0d0d889fa.jpeg""]}",garten & Balkon
N/A,"Kiwi »Hayward« und »Atlas«, 2 Kletterpflanzen, süß-säuerlich, saftig, reich an Vitamin-C",N/A,N/A,N/A,32.99,2025-04-11 21:44:55,"{""images"": [""https://www.lidl.de/assets/4a0ba479b6c351dbf551b81acfa0a8ea.jpeg"", ""https://www.lidl.de/assets/8fe53fffe0ce5d5dc0124e561781b62a.jpeg"", ""https://www.lidl.de/assets/f109bad5ab99e260fc589e921bc751c3.jpeg"", ""https://www.lidl.de/assets/4a0ba479b6c351dbf551b81acfa0a8ea.jpeg"", ""https://www.lidl.de/assets/8fe53fffe0ce5d5dc0124e561781b62a.jpeg"", ""https://www.lidl.de/assets/f109bad5ab99e260fc589e921bc751c3.jpeg"", ""https://www.lidl.de/assets/4a0ba479b6c351dbf551b81acfa0a8ea.jpeg"", ""https://www.lidl.de/assets/8fe53fffe0ce5d5dc0124e561781b62a.jpeg"", ""https://www.lidl.de/assets/f109bad5ab99e260fc589e921bc751c3.jpeg""]}",garten & Balkon
Grasekamp,Grasekamp Paravent 2er Set,N/A,-38%,N/A,47.89,2025-04-11 21:44:55,"{""images"": [""https://www.lidl.de/assets/1eb9fc9dcfff72a428f5c0f8c4d94132.jpeg"", ""https://www.lidl.de/assets/466e174752306e93df0e2872a3df0ada.jpeg"", ""https://www.lidl.de/assets/f925bcd23ccd463c00c18d52df8fad3c.jpeg"", ""https://www.lidl.de/assets/1eb9fc9dcfff72a428f5c0f8c4d94132.jpeg"", ""https://www.lidl.de/assets/466e174752306e93df0e2872a3df0ada.jpeg"", ""https://www.lidl.de/assets/f925bcd23ccd463c00c18d52df8fad3c.jpeg"", ""https://www.lidl.de/assets/1eb9fc9dcfff72a428f5c0f8c4d94132.jpeg"", ""https://www.lidl.de/assets/466e174752306e93df0e2872a3df0ada.jpeg"", ""https://www.lidl.de/assets/f925bcd23ccd463c00c18d52df8fad3c.jpeg""]}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
N/A,N/A,N/A,N/A,N/A,N/A,2025-04-11 21:44:55,"{""images"": []}",garten & Balkon
title,subtitle,description,discount,old_price,new_price,date,images,categorie
title,subtitle,description,discount,old_price,new_price,date,images,categorie
